round,test_accuracy,test_loss,sampled_clients,trainable_params,upload_mb,download_mb,cumulative_mb,trainable_param_ratio
1,0.4330708661417323,1.3663759391138872,5,18308,0.3491973876953125,0.3491973876953125,0.698394775390625,0.019489118539998043
2,0.2637795275590551,1.4799024373527587,5,18308,0.3491973876953125,0.3491973876953125,1.39678955078125,0.019489118539998043
3,0.29133858267716534,1.5830749920972689,5,18308,0.3491973876953125,0.3491973876953125,2.095184326171875,0.019489118539998043
4,0.3346456692913386,1.4277416223616113,5,18308,0.3491973876953125,0.3491973876953125,2.7935791015625,0.019489118539998043
5,0.5846456692913385,1.0223433750820912,5,18308,0.3491973876953125,0.3491973876953125,3.491973876953125,0.019489118539998043
6,0.7578740157480315,0.5602390451694098,5,18308,0.3491973876953125,0.3491973876953125,4.19036865234375,0.019489118539998043
7,0.9763779527559056,0.20070340724911276,5,18308,0.3491973876953125,0.3491973876953125,4.888763427734375,0.019489118539998043
8,0.9862204724409449,0.08909447397303394,5,18308,0.3491973876953125,0.3491973876953125,5.587158203125,0.019489118539998043
9,0.9803149606299213,0.07340436903979834,5,18308,0.3491973876953125,0.3491973876953125,6.285552978515625,0.019489118539998043
10,0.9429133858267716,0.14070557210389084,5,18308,0.3491973876953125,0.3491973876953125,6.98394775390625,0.019489118539998043
11,0.9409448818897638,0.15402176694607173,5,18308,0.3491973876953125,0.3491973876953125,7.682342529296875,0.019489118539998043
12,0.9625984251968503,0.09899880977596824,5,18308,0.3491973876953125,0.3491973876953125,8.3807373046875,0.019489118539998043
13,0.968503937007874,0.079787828321532,5,18308,0.3491973876953125,0.3491973876953125,9.079132080078125,0.019489118539998043
14,0.9763779527559056,0.053631861202829464,5,18308,0.3491973876953125,0.3491973876953125,9.77752685546875,0.019489118539998043
15,0.984251968503937,0.04829110222773289,5,18308,0.3491973876953125,0.3491973876953125,10.475921630859375,0.019489118539998043
