round,test_accuracy,test_loss,sampled_clients,trainable_params,upload_mb,download_mb,cumulative_mb,trainable_param_ratio
1,0.31299212598425197,1.485660906851761,5,18308,0.3491973876953125,0.3491973876953125,0.698394775390625,0.019489118539998043
2,0.24803149606299213,1.9676865480077548,5,18308,0.3491973876953125,0.3491973876953125,1.39678955078125,0.019489118539998043
3,0.24803149606299213,2.36768741119565,5,18308,0.3491973876953125,0.3491973876953125,2.095184326171875,0.019489118539998043
4,0.24803149606299213,2.258968669598497,5,18308,0.3491973876953125,0.3491973876953125,2.7935791015625,0.019489118539998043
5,0.2618110236220472,2.0048509639079177,5,18308,0.3491973876953125,0.3491973876953125,3.491973876953125,0.019489118539998043
6,0.2618110236220472,1.8103905662776918,5,18308,0.3491973876953125,0.3491973876953125,4.19036865234375,0.019489118539998043
7,0.2618110236220472,1.6091242193237065,5,18308,0.3491973876953125,0.3491973876953125,4.888763427734375,0.019489118539998043
8,0.25,1.8395351631434884,5,18308,0.3491973876953125,0.3491973876953125,5.587158203125,0.019489118539998043
9,0.25,2.4044398717054234,5,18308,0.3491973876953125,0.3491973876953125,6.285552978515625,0.019489118539998043
10,0.25,2.6621476571390947,5,18308,0.3491973876953125,0.3491973876953125,6.98394775390625,0.019489118539998043
11,0.25,3.046806759721651,5,18308,0.3491973876953125,0.3491973876953125,7.682342529296875,0.019489118539998043
12,0.25,2.9240631982097476,5,18308,0.3491973876953125,0.3491973876953125,8.3807373046875,0.019489118539998043
13,0.25196850393700787,2.980028711904691,5,18308,0.3491973876953125,0.3491973876953125,9.079132080078125,0.019489118539998043
14,0.4625984251968504,3.1198962504469505,5,18308,0.3491973876953125,0.3491973876953125,9.77752685546875,0.019489118539998043
15,0.46653543307086615,3.1722040964862495,5,18308,0.3491973876953125,0.3491973876953125,10.475921630859375,0.019489118539998043
