round,client_id,train_loss,train_accuracy,num_examples
1,1,0.759236238933191,0.8829268292682927,205
1,0,0.6900709040281249,0.8634146341463415,205
1,4,0.6715470366361664,0.9365853658536586,205
1,9,0.7444755388469231,0.8878048780487805,205
1,6,0.6300374254947756,0.9609756097560975,205
2,2,0.5107615767455682,0.9024390243902439,205
2,1,0.6058979272842407,0.8146341463414634,205
2,8,0.474108612537384,0.9170731707317074,205
2,4,0.49829865577744276,0.9121951219512195,205
2,3,0.6450616599583044,0.8097560975609757,205
3,0,0.24648022804318404,0.9902439024390244,205
3,9,0.28029230636794394,0.9658536585365853,205
3,1,0.4466571389175043,0.9512195121951219,205
3,7,0.2249623716604419,1.0,205
3,6,0.33148951850286346,0.9804878048780488,205
4,8,0.13199597437207292,1.0,205
4,0,0.17812181493131127,1.0,205
4,3,0.0901827896150147,1.0,205
4,5,0.1664442076188762,0.9951219512195122,205
4,6,0.2177946602789367,0.9902439024390244,205
5,8,0.10269626488045948,0.9951219512195122,205
5,6,0.08374172990641943,1.0,205
5,3,0.08253699019551278,1.0,205
5,7,0.06819249448798052,1.0,205
5,4,0.08171660033304518,1.0,205
6,4,0.06734631057919525,0.9902439024390244,205
6,0,0.0445657371929506,0.9951219512195122,205
6,2,0.03884779652807771,1.0,205
6,5,0.04507559743232843,1.0,205
6,3,0.05215957895284746,1.0,205
7,5,0.03370297408049427,1.0,205
7,4,0.041789274699077374,1.0,205
7,2,0.027834782467746153,1.0,205
7,1,0.025277760315959047,1.0,205
7,7,0.021157580886672182,1.0,205
8,1,0.011010788571907253,1.0,205
8,9,0.009439133843634187,1.0,205
8,6,0.013220026939198739,1.0,205
8,0,0.011366437275598688,1.0,205
8,2,0.02987178534769067,1.0,205
9,5,0.006226354812430899,1.0,205
9,4,0.029927611696283992,0.9951219512195122,205
9,0,0.007616632686155598,1.0,205
9,9,0.007297565283753523,1.0,205
9,3,0.0052069728046928235,1.0,205
10,8,0.0046260839844940276,1.0,205
10,1,0.0034026659071082024,1.0,205
10,6,0.007370335123183706,1.0,205
10,0,0.006598847396969909,1.0,205
10,4,0.010416124679613859,0.9951219512195122,205
11,4,0.030046627625096134,0.9853658536585366,205
11,5,0.006886619848494486,1.0,205
11,3,0.003919897945143464,1.0,205
11,8,0.006462921005696422,1.0,205
11,0,0.003430284560862474,1.0,205
12,0,0.007975810094418504,1.0,205
12,3,0.021150937621913304,0.9951219512195122,205
12,4,0.006297319407415826,0.9951219512195122,205
12,9,0.0059419059072530304,1.0,205
12,1,0.01581117119356172,0.9951219512195122,205
13,1,0.005358665493294233,1.0,205
13,6,0.009745655998746614,0.9951219512195122,205
13,4,0.002713011575737832,1.0,205
13,3,0.01854873822740046,0.9951219512195122,205
13,5,0.0004061623967661545,1.0,205
14,5,0.0008228324988566584,1.0,205
14,2,0.03942574642223474,0.9902439024390244,205
14,9,0.008360165478335126,0.9951219512195122,205
14,8,0.0015300712827877028,1.0,205
14,1,0.013504101586259799,0.9902439024390244,205
15,4,0.014274721930286898,0.9951219512195122,205
15,1,0.00037949598350323646,1.0,205
15,2,0.001773774778167735,1.0,205
15,9,0.006658219627756696,0.9951219512195122,205
15,5,0.002182192628304331,1.0,205
