round,test_accuracy,test_loss,sampled_clients,trainable_params,upload_mb,download_mb,cumulative_mb,trainable_param_ratio
1,0.48,0.8106902837753296,2,17282,0.1318511962890625,0.1318511962890625,0.263702392578125,0.018422068106861214
2,0.48,1.118696928024292,2,17282,0.1318511962890625,0.1318511962890625,0.52740478515625,0.018422068106861214
3,0.48,1.777720332145691,2,17282,0.1318511962890625,0.1318511962890625,0.791107177734375,0.018422068106861214
