round,test_accuracy,test_loss,sampled_clients,trainable_params,upload_mb,download_mb,cumulative_mb,trainable_param_ratio
1,0.5078740157480315,0.7498375735883638,5,37122,0.7080459594726562,0.7080459594726562,1.4160919189453125,0.07954316569885791
2,0.5078740157480315,0.7158513177098251,5,37122,0.7080459594726562,0.7080459594726562,2.832183837890625,0.07954316569885791
3,0.5078740157480315,0.7610222936615231,5,37122,0.7080459594726562,0.7080459594726562,4.2482757568359375,0.07954316569885791
4,0.5078740157480315,0.8379152989762975,5,37122,0.7080459594726562,0.7080459594726562,5.66436767578125,0.07954316569885791
5,0.5078740157480315,0.6961370917755788,5,37122,0.7080459594726562,0.7080459594726562,7.0804595947265625,0.07954316569885791
6,0.4921259842519685,0.7213176470103226,5,37122,0.7080459594726562,0.7080459594726562,8.496551513671875,0.07954316569885791
7,0.4921259842519685,0.883114308822812,5,37122,0.7080459594726562,0.7080459594726562,9.912643432617188,0.07954316569885791
8,0.4921259842519685,0.7708598436333063,5,37122,0.7080459594726562,0.7080459594726562,11.3287353515625,0.07954316569885791
9,0.6259842519685039,0.6522340065850987,5,37122,0.7080459594726562,0.7080459594726562,12.744827270507812,0.07954316569885791
10,0.5078740157480315,0.7880561727238452,5,37122,0.7080459594726562,0.7080459594726562,14.160919189453125,0.07954316569885791
11,0.5078740157480315,1.1350014162814523,5,37122,0.7080459594726562,0.7080459594726562,15.577011108398438,0.07954316569885791
12,0.5078740157480315,1.35259864367838,5,37122,0.7080459594726562,0.7080459594726562,16.99310302734375,0.07954316569885791
13,0.531496062992126,0.9885004003216901,5,37122,0.7080459594726562,0.7080459594726562,18.409194946289062,0.07954316569885791
14,0.547244094488189,0.7598022827951927,5,37122,0.7080459594726562,0.7080459594726562,19.825286865234375,0.07954316569885791
15,0.6476377952755905,0.6303453942922157,5,37122,0.7080459594726562,0.7080459594726562,21.241378784179688,0.07954316569885791
16,0.7086614173228346,0.549912308614085,5,37122,0.7080459594726562,0.7080459594726562,22.657470703125,0.07954316569885791
17,0.7263779527559056,0.541111016836692,5,37122,0.7080459594726562,0.7080459594726562,24.073562622070312,0.07954316569885791
18,0.7007874015748031,0.5647596332031911,5,37122,0.7080459594726562,0.7080459594726562,25.489654541015625,0.07954316569885791
19,0.7047244094488189,0.6219680004232512,5,37122,0.7080459594726562,0.7080459594726562,26.905746459960938,0.07954316569885791
20,0.6614173228346457,0.8136842161651672,5,37122,0.7080459594726562,0.7080459594726562,28.32183837890625,0.07954316569885791
21,0.639763779527559,0.8640806721890066,5,37122,0.7080459594726562,0.7080459594726562,29.737930297851562,0.07954316569885791
22,0.6299212598425197,0.9332774656964099,5,37122,0.7080459594726562,0.7080459594726562,31.154022216796875,0.07954316569885791
23,0.5866141732283464,1.285304865499181,5,37122,0.7080459594726562,0.7080459594726562,32.57011413574219,0.07954316569885791
24,0.5708661417322834,1.4924291686748896,5,37122,0.7080459594726562,0.7080459594726562,33.9862060546875,0.07954316569885791
25,0.6318897637795275,1.1328074040375358,5,37122,0.7080459594726562,0.7080459594726562,35.40229797363281,0.07954316569885791
