round,test_accuracy,test_loss,sampled_clients,trainable_params,upload_mb,download_mb,cumulative_mb,trainable_param_ratio
1,0.24361493123772102,1.5460151173979453,5,18308,0.3491973876953125,0.3491973876953125,0.698394775390625,0.019489118539998043
2,0.24361493123772102,1.9484909482461297,5,18308,0.3491973876953125,0.3491973876953125,1.39678955078125,0.019489118539998043
3,0.24361493123772102,2.6547437763401476,5,18308,0.3491973876953125,0.3491973876953125,2.095184326171875,0.019489118539998043
4,0.2475442043222004,2.363651437000582,5,18308,0.3491973876953125,0.3491973876953125,2.7935791015625,0.019489118539998043
5,0.3163064833005894,1.4709309537424788,5,18308,0.3491973876953125,0.3491973876953125,3.491973876953125,0.019489118539998043
6,0.34577603143418467,1.2076177662622718,5,18308,0.3491973876953125,0.3491973876953125,4.19036865234375,0.019489118539998043
7,0.24361493123772102,2.1311217975054366,5,18308,0.3491973876953125,0.3491973876953125,4.888763427734375,0.019489118539998043
8,0.24361493123772102,2.396608380765484,5,18308,0.3491973876953125,0.3491973876953125,5.587158203125,0.019489118539998043
9,0.24361493123772102,2.8742299384358825,5,18308,0.3491973876953125,0.3491973876953125,6.285552978515625,0.019489118539998043
10,0.24950884086444008,2.2888375621413437,5,18308,0.3491973876953125,0.3491973876953125,6.98394775390625,0.019489118539998043
11,0.3516699410609037,1.7750132261887046,5,18308,0.3491973876953125,0.3491973876953125,7.682342529296875,0.019489118539998043
12,0.6974459724950884,1.1876461154585503,5,18308,0.3491973876953125,0.3491973876953125,8.3807373046875,0.019489118539998043
13,0.6168958742632613,1.0643707319420774,5,18308,0.3491973876953125,0.3491973876953125,9.079132080078125,0.019489118539998043
14,0.5049115913555993,1.2700485808441822,5,18308,0.3491973876953125,0.3491973876953125,9.77752685546875,0.019489118539998043
15,0.5049115913555993,1.7854022218576817,5,18308,0.3491973876953125,0.3491973876953125,10.475921630859375,0.019489118539998043
